Industry Sub-Sector,Industry Group,Year,Total Population,Total Population MOE Appx,Average Wage Appx MOE,Record Count
"Agriculture, Forestry, Fishing, & Hunting",Farming,2019,848628,22553.57688,1203.902813,8748
"Agriculture, Forestry, Fishing, & Hunting",Animal production & aquaculture,2019,387400,15261.57627,1638.487372,4471
"Agriculture, Forestry, Fishing, & Hunting",Logging,2019,79353,6914.214205,2948.306663,893
"Agriculture, Forestry, Fishing, & Hunting",Forestry except logging,2019,42229,5044.518378,4672.505567,548
"Agriculture, Forestry, Fishing, & Hunting","Fishing, hunting & trapping",2019,31993,4390.929324,7518.751605,343
"Agriculture, Forestry, Fishing, & Hunting",Support activities for agriculture & forestry,2019,145367,9356.200419,2787.0791,1425
"Mining, Quarrying, & Oil & Gas Extraction",Oil & gas extraction,2019,139582,9168.316524,6655.228433,1427
"Mining, Quarrying, & Oil & Gas Extraction",Coal mining,2019,69197,6456.829685,4138.318155,709
"Mining, Quarrying, & Oil & Gas Extraction",Metal ore mining,2019,51334,5561.652212,5920.220456,472
"Mining, Quarrying, & Oil & Gas Extraction",Nonmetallic mineral mining & quarrying,2019,98348,7696.915499,4657.344034,1053
"Mining, Quarrying, & Oil & Gas Extraction",Support activities for mining,2019,434780,16165.39665,2798.902621,4008
Construction,Construction,2019,9594776,73604.81168,421.5997963,85770
Manufacturing,Sugar & confectionery products,2019,74728,6709.798178,4666.194855,761
Manufacturing,Fruit & vegetable preserving & specialty food manufacturing,2019,171545,10162.91113,3046.77129,1545
Manufacturing,Dairy product manufacturing,2019,157420,9735.971374,2486.046539,1664
Manufacturing,Animal slaughtering & processing,2019,478699,16959.76373,1374.53637,3951
Manufacturing,Retail bakeries,2019,165960,9996.289185,2153.509991,1434
Manufacturing,"Bakeries & tortilla manufacturing, except retail bakeries",2019,208201,11194.84209,1906.560764,1774
Manufacturing,"Animal food, grain & oilseed milling",2019,160671,9835.884601,3399.542175,1775
Manufacturing,"Seafood & other miscellaneous foods, n.e.c. ",2019,232076,11818.36669,3227.028879,2214
Manufacturing,"Not specified food industries, manufacturing",2019,37604,4760.339787,7807.714594,305
Manufacturing,Beverage manufacturing,2019,283345,13056.49536,2716.219608,2685
Manufacturing,Tobacco manufacturing,2019,14569,2963.253305,17584.68836,139
Manufacturing,"Fiber, yarn, & thread mills",2019,13643,2867.54453,9643.837807,118
Manufacturing,"Fabric mills, except knitting mills",2019,97467,7662.385777,3961.927472,937
Manufacturing,Textile & fabric finishing & coating mills,2019,16772,3179.385427,10805.79803,149
Manufacturing,Carpet & rug mills,2019,47540,5352.248819,2971.665966,415
Manufacturing,"Textile product mills, except carpets & rugs ",2019,72348,6602.135765,4610.871338,725
Manufacturing,"Cut and sew, and apparel accessories and other apparel manufacturing",2019,180472,10423.68359,3258.041795,1633
Manufacturing,Footwear manufacturing,2019,27171,4046.585098,6234.483462,230
Manufacturing,"Leather tanning & finishing, & other allied products manufacturing ",2019,15455,3052.018363,8521.901945,172
Manufacturing,"Knitting fabric mills, & apparel knitting mills ",2019,19085,3391.513293,5516.622252,153
Manufacturing,Sawmills & wood preservation,2019,120243,8510.057494,2828.379392,1391
Manufacturing,"Veneer, plywood, & engineered wood products ",2019,50236,5501.870606,5559.000004,541
Manufacturing,Prefabricated wood buildings & mobile homes,2019,38243,4800.605222,7914.473436,376
Manufacturing,Miscellaneous wood products,2019,210107,11245.89684,2162.174558,2187
Manufacturing,"Pulp, paper, & paperboard mills ",2019,203797,11075.97002,2992.498717,2081
Manufacturing,Paperboard container manufacturing,2019,101775,7829.780727,4464.635501,986
Manufacturing,Miscellaneous paper & pulp products,2019,100797,7792.09517,3728.4666,934
Manufacturing,Printing & related support activities,2019,502814,17380.31293,1667.367718,5026
Manufacturing,Petroleum refining,2019,174437,10248.12128,4893.831782,1584
Manufacturing,Miscellaneous petroleum & coal products,2019,32263,4409.414759,9223.534155,313
Manufacturing,"Resin, synthetic rubber, & fibers & filaments manufacturing   ",2019,167511,10042.83995,3056.102377,1586
Manufacturing,Agricultural chemical manufacturing,2019,36973,4720.241077,8550.476815,397
Manufacturing,Pharmaceutical & medicine manufacturing,2019,536866,17957.17259,3461.915769,5427
Manufacturing,"Paint, coating, & adhesive manufacturing ",2019,75871,6760.892728,6409.779849,714
Manufacturing,"Soap, cleaning compound, & cosmetics manufacturing ",2019,141253,9222.981474,5516.38591,1351
Manufacturing,Industrial & miscellaneous chemicals,2019,429764,16072.14355,2763.294422,4332
Manufacturing,Plastics product manufacturing,2019,457486,16580.89224,1838.766119,4475
Manufacturing,Tire manufacturing,2019,72656,6616.167431,4214.577063,782
Manufacturing,"Rubber products, except tires, manufacturing ",2019,84460,7133.117535,4109.492849,843
Manufacturing,"Pottery, ceramics, & plumbing fixture manufacturing  ",2019,23903,3795.480378,6601.941021,261
Manufacturing,Clay building material & refractories manufacturing,2019,28643,4154.731962,8759.788166,292
Manufacturing,Glass & glass product manufacturing,2019,140351,9193.514046,3764.331784,1400
Manufacturing,Miscellaneous nonmetallic mineral product manufacturing,2019,81696,7015.493011,4615.644356,812
Manufacturing,"Cement, concrete, lime, & gypsum product manufacturing ",2019,145776,9369.340688,3299.286223,1502
Manufacturing,Aluminum production & processing,2019,69092,6451.93124,4860.086147,707
Manufacturing,Nonferrous metal (except aluminum) production & processing,2019,55369,5776.02198,5635.385454,587
Manufacturing,Foundries,2019,83759,7103.470599,3240.060643,874
Manufacturing,Iron & steel mills & steel product manufacturing,2019,287453,13150.6244,2239.696734,2884
Manufacturing,Metal forgings & stampings,2019,61190,6071.938853,4291.764273,668
Manufacturing,Cutlery & hand tool manufacturing,2019,38601,4823.016878,7520.134457,419
Manufacturing,"Machine shops; turned product; screw, nut & bolt manufacturing  ",2019,341164,14324.10569,1616.909659,3594
Manufacturing,"Coating, engraving, heat treating & allied activities ",2019,85238,7165.877059,3551.743668,809
Manufacturing,Ordnance,2019,45929,5260.808675,5648.036292,445
Manufacturing,"Structural metals, & boiler, tank, & shipping container manufacturing ",2019,340875,14318.05109,2038.222871,3445
Manufacturing,Miscellaneous fabricated metal products manufacturing,2019,341212,14325.11104,1971.844356,3544
Manufacturing,Agricultural implement manufacturing,2019,117354,8407.283245,3838.532444,1248
Manufacturing,"Construction, & mining & oil & gas field machinery manufacturing ",2019,156354,9702.984993,4025.36531,1611
Manufacturing,Commercial & service industry machinery manufacturing,2019,74809,6713.43188,5075.380378,774
Manufacturing,Metalworking machinery manufacturing,2019,134414,8997.141401,3272.914212,1462
Manufacturing,"Engine, turbine, & power transmission equipment manufacturing ",2019,89154,7328.541238,4845.170167,853
Manufacturing,"Machinery manufacturing, n.e.c. or not specified",2019,715102,20712.51546,1671.710301,7210
Manufacturing,Computer & peripheral equipment manufacturing,2019,129303,8824.577375,7140.848952,1283
Manufacturing,"Navigational, measuring, electromedical, & control instruments manufacturing",2019,267200,12679.7362,3524.380823,2725
Manufacturing,"Communications, & audio & video equipment manufacturing",2019,125792,8704.045552,5427.591048,1281
Manufacturing,"Electronic component & product manufacturing, n.e.c. ",2019,632606,19486.51166,2915.353862,6420
Manufacturing,Household appliance manufacturing,2019,72106,6591.089888,5938.302445,727
Manufacturing,"Electric lighting & electrical equipment manufacturing, & other electrical component manufacturing, n.e.c.",2019,363714,14788.82184,2505.829693,3631
Manufacturing,Aircraft & parts manufacturing,2019,757414,21313.49439,1754.713868,7537
Manufacturing,Aerospace products & parts manufacturing,2019,63683,6194.344431,7655.046114,665
Manufacturing,Railroad rolling stock manufacturing,2019,27904,4100.794903,7857.336322,332
Manufacturing,Ship & boat building,2019,175447,10277.71281,2403.56699,1701
Manufacturing,Other transportation equipment manufacturing,2019,38964,4845.635603,6266.178302,384
Manufacturing,Motor vehicles & motor vehicle equipment manufacturing,2019,1428282,29203.0242,1088.472789,13475
Manufacturing,Furniture & related product manufacturing,2019,405022,15603.91596,1806.206963,3971
Manufacturing,Medical equipment & supplies manufacturing,2019,631492,19469.4183,2667.306808,6075
Manufacturing,"Sporting & athletic goods, & doll, toy & game manufacturing  ",2019,83155,7077.826204,5166.858201,826
Manufacturing,"Miscellaneous manufacturing, n.e.c.  ",2019,417889,15849.16182,2266.176488,4069
Manufacturing,Not specified metal industries,2019,16283,3132.698966,8887.328545,150
Manufacturing,Not specified manufacturing industries,2019,478206,16951.05589,1831.815949,4347
Wholesale Trade,Motor vehicle & motor vehicle parts & supplies merchant wholesalers,2019,235248,11898.73435,3256.99991,2324
Wholesale Trade,Furniture & home furnishing merchant wholesalers,2019,88003,7281.108562,5045.680793,794
Wholesale Trade,Lumber & other construction materials merchant wholesalers,2019,174782,10258.23892,3623.400155,1719
Wholesale Trade,Professional & commercial equipment & supplies merchant wholesalers,2019,351669,14542.46045,4093.76717,3303
Wholesale Trade,Metals & minerals (except petroleum) merchant wholesalers,2019,69724,6481.359191,6352.033238,695
Wholesale Trade,Household appliances & electrical & electronic goods merchant wholesalers,2019,228108,11717.05023,4158.029522,2243
Wholesale Trade,"Hardware, & plumbing & heating equipment, & supplies merchant wholesalers",2019,182937,10494.54341,3700.252108,1823
Wholesale Trade,"Machinery, equipment, & supplies merchant wholesalers     ",2019,423343,15951.9652,2332.548053,4440
Wholesale Trade,Recyclable material merchant wholesalers,2019,83622,7097.66205,4921.026619,760
Wholesale Trade,Miscellaneous durable goods merchant wholesalers,2019,110150,8145.341552,4982.905504,1076
Wholesale Trade,Paper & paper products merchant wholesalers,2019,54954,5754.34301,7555.067392,548
Wholesale Trade,"Apparel, piece goods, & notions merchant wholesalers",2019,127086,8748.662156,6064.755264,1172
Wholesale Trade,Grocery & related product merchant wholesalers,2019,797703,21870.09385,1536.777201,7174
Wholesale Trade,Farm product raw material merchant wholesalers,2019,60454,6035.326053,6482.329982,853
Wholesale Trade,Petroleum & petroleum products merchant wholesalers,2019,107346,8041.07288,5445.289743,1062
Wholesale Trade,Alcoholic beverages merchant wholesalers,2019,142610,9267.136116,4095.817618,1306
Wholesale Trade,Farm supplies merchant wholesalers,2019,46351,5284.914465,7140.883565,612
Wholesale Trade,Miscellaneous nondurable goods merchant wholesalers,2019,192615,10768.22089,3543.743078,1829
Wholesale Trade,"Drugs, sundries, & chemical & allied products merchant  wholesalers ",2019,243130,12096.11131,4531.71399,2350
Wholesale Trade,Wholesale electronic markets & agents & brokers,2019,96869,7638.858737,7057.894806,987
Wholesale Trade,Not specified wholesale trade,2019,102369,7852.580984,4687.208703,941
Retail Trade,Car Dealers,2019,1279386,27652.64447,1256.282389,11640
Retail Trade,Other motor vehicle dealers,2019,151510,9551.651109,3681.896894,1547
Retail Trade,"Automotive parts, accessories, & tire stores  ",2019,499515,17323.3913,1354.691342,4640
Retail Trade,Furniture & home furnishings stores,2019,533937,17908.29426,1526.385739,4893
Retail Trade,Household appliance stores,2019,52259,5611.519773,4113.006018,511
Retail Trade,Electronics stores,2019,514085,17573.37559,2512.713283,4572
Retail Trade,Hardware stores,2019,205387,11119.03443,1977.402403,2187
Retail Trade,Building material & supplies dealers,2019,1035523,24898.17184,1121.529408,9973
Retail Trade,Lawn & garden equipment & supplies stores,2019,241066,12044.74027,1832.378522,2711
Retail Trade,Supermarkets and Other Grocery (except Convenience) Stores,2019,2627395,39449.73061,551.3133529,23339
Retail Trade,Convenience Stores,2019,316065,13788.28088,1355.58641,2975
Retail Trade,Specialty food stores,2019,207016,11162.98191,2679.558541,1885
Retail Trade,"Beer, wine, & liquor stores ",2019,145407,9357.486349,2649.057666,1369
Retail Trade,Pharmacies & drug stores,2019,892888,23130.84671,1448.738058,8387
Retail Trade,"Health & personal care, except drug, stores ",2019,448800,16423.20394,2272.618562,4123
Retail Trade,Gasoline stations,2019,562517,18379.59705,1280.028865,5078
Retail Trade,Clothing stores,2019,1086207,25495.92844,1024.841755,9619
Retail Trade,Shoe stores,2019,178930,10379.10953,2677.17374,1489
Retail Trade,"Jewelry, luggage, & leather goods stores ",2019,143173,9285.393391,3138.077133,1384
Retail Trade,"Sewing, needlework, & piece goods stores ",2019,41188,4981.970509,3830.635483,451
Retail Trade,Musical instrument & supplies stores,2019,42330,5050.545635,3735.373754,381
Retail Trade,"Sporting goods, and hobby & toy stores ",2019,415348,15801.03512,1627.298867,4027
Retail Trade,Book stores & news dealers,2019,93047,7486.739667,3500.317612,961
Retail Trade,Department stores,2019,476442,16919.86126,1355.402136,4210
Retail Trade,"General merchandise stores, including warehouse clubs and supercenters",2019,2183258,36014.69982,603.996157,19330
Retail Trade,Retail florists,2019,76465,6787.293615,2525.379786,829
Retail Trade,Office supplies & stationery stores,2019,112772,8241.645592,3282.150812,1092
Retail Trade,"Gift, novelty, & souvenir shops",2019,145422,9357.968526,2193.603417,1425
Retail Trade,Used merchandise stores,2019,236636,11933.73025,1648.416962,2237
Retail Trade,Miscellaneous retail stores,2019,472798,16855.23552,1822.420292,4489
Retail Trade,Electronic shopping and mail-order houses,2019,566463,18443.70916,2705.645368,4860
Retail Trade,Vending machine operators,2019,36080,4662.90296,6060.777777,357
Retail Trade,Fuel dealers,2019,79540,6922.352019,3960.796917,962
Retail Trade,Other direct selling establishments,2019,103452,7893.981205,3959.889469,982
Retail Trade,Not specified retail trade,2019,474080,16878.00015,1945.670905,4182
Utilities,"Electric power generation, transmission & distribution",2019,685961,20288.05731,2000.315657,7285
Utilities,Natural gas distribution,2019,120322,8512.850383,4300.883742,1271
Utilities,Sewage treatment facilities,2019,108215,8073.531657,2385.098962,1255
Utilities,"Water, steam, air-conditioning, & irrigation systems",2019,236384,11927.3842,2055.320709,2497
Utilities,"Electric & gas, and other combinations",2019,83473,7091.339309,5035.286129,921
Utilities,Not specified utilities,2019,23159,3735.953922,9502.564305,256
Transportation & Warehousing,Air transportation,2019,638541,19577.32327,2773.328416,6140
Transportation & Warehousing,Rail transportation,2019,246946,12190.51427,2204.525254,2447
Transportation & Warehousing,Water transportation,2019,79306,6912.167363,5565.872163,757
Transportation & Warehousing,Truck transportation,2019,1761078,32391.3291,806.1047131,16222
Transportation & Warehousing,Taxi & limousine service,2019,415766,15808.96225,1635.127973,3300
Transportation & Warehousing,Bus service & urban transit,2019,574072,18566.70094,1170.67316,5215
Transportation & Warehousing,Pipeline transportation,2019,58672,5945.744111,6842.643448,599
Transportation & Warehousing,Scenic & sightseeing transportation,2019,36468,4687.902069,4681.575259,387
Transportation & Warehousing,Services incidental to transportation,2019,848403,22550.60364,1426.876986,7547
Transportation & Warehousing,Postal Service,2019,695524,20428.33924,824.6342615,7103
Transportation & Warehousing,Couriers & messengers,2019,920670,23485.78232,1216.329624,7617
Transportation & Warehousing,Warehousing & storage,2019,876232,22915.35401,888.8893757,6863
Information,Newspaper publishers,2019,142783,9272.750096,3771.120633,1548
Information,"Periodical, book, & directory publishers",2019,186023,10582.58272,5071.805473,1939
Information,Software publishing,2019,129716,8838.647161,7556.785526,1308
Information,Motion pictures & video industries,2019,451520,16472.74794,2933.447357,4404
Information,Sound recording industries,2019,38180,4796.650425,10998.86993,373
Information,Broadcasting (except internet),2019,445132,16356.1519,2962.731284,4254
Information,Wired telecommunications carriers,2019,533652,17903.53103,2208.456141,5159
Information,"Telecommunications, except wired telecommunications carriers ",2019,294350,13307.15088,3013.8299,2666
Information,"Data processing, hosting & related services",2019,144781,9337.341179,5865.60721,1386
Information,Libraries & archives,2019,250673,12282.01053,1620.56231,2895
Information,"Internet publishing, broadcasting & web search portals",2019,192667,10769.67249,8080.498884,1927
Information,"Other information services, except libraries & archives, & internet publishing & broadcasting & web search portals",2019,37631,4762.04804,12923.42146,376
Finance & Insurance,"Savings institutions, including credit unions ",2019,307971,13610.95,2238.946594,3034
Finance & Insurance,Nondepository credit & related activities,2019,955153,23918.82528,2839.283051,8900
Finance & Insurance,Insurance carriers,2019,2054568,34952.1846,1292.821498,19774
Finance & Insurance,"Agencies, brokerages, and other insurance related activities",2019,595506,18908.79417,2758.732773,6093
Finance & Insurance,Banking & related activities,2019,1992916,34430.86986,1609.847198,19469
Finance & Insurance,"Securities, commodities, funds, trusts & other financial investments",2019,1217824,26984.66178,3353.327662,12367
"Real Estate, Rental & Leasing","Real estate property managers, offices of real estate appraisers, and other activities related to real estate",2019,497043,17280.61438,1999.800266,4751
"Real Estate, Rental & Leasing","Lessors of real estate, and offices of real estate agents and brokers",2019,1724434,32056.47889,1718.157543,16619
"Real Estate, Rental & Leasing",Automotive equipment rental & leasing,2019,190935,10721.21693,2852.839939,1653
"Real Estate, Rental & Leasing",Other consumer goods rental,2019,109908,8136.395451,5257.770551,990
"Real Estate, Rental & Leasing","Commercial, industrial & other intangible assets rental & leasing",2019,126910,8742.60717,4349.795633,1199
"Professional, Scientific & Technical Services",Legal services,2019,1455374,29476.03105,2548.355002,15137
"Professional, Scientific & Technical Services","Accounting, tax preparation, bookkeeping & payroll services",2019,997575,24440.77895,2116.272515,10183
"Professional, Scientific & Technical Services","Architectural, engineering & related services",2019,1540046,30312.80675,1348.714355,15893
"Professional, Scientific & Technical Services",Specialized design services,2019,265872,12648.24288,3023.125399,2569
"Professional, Scientific & Technical Services",Computer Systems Design,2019,3052305,42459.56769,1294.241833,29983
"Professional, Scientific & Technical Services","Management, scientific & technical consulting services",2019,1531657,30230.97777,1890.323961,15873
"Professional, Scientific & Technical Services",Scientific research & development services,2019,702823,20534.75325,2510.448094,7455
"Professional, Scientific & Technical Services","Advertising, public relations & related services",2019,519263,17661.35328,3023.577803,5158
"Professional, Scientific & Technical Services",Veterinary services,2019,421089,15909.56061,1821.732259,4263
"Professional, Scientific & Technical Services","Other professional, scientific & technical services ",2019,347534,14456.90841,3329.61599,3462
Management of companies & enterprises,Management of companies & enterprises,2019,234184,11871.83723,4742.896688,2284
"Administrative, support & waste management services",Employment services,2019,981785,24247.84844,1443.099565,8668
"Administrative, support & waste management services",Business support services,2019,679703,20195.72002,1460.795841,5891
"Administrative, support & waste management services",Travel arrangements & reservation services,2019,282294,13032.30312,3637.941008,2720
"Administrative, support & waste management services",Investigation & security services,2019,871423,22852.74891,1147.146675,7455
"Administrative, support & waste management services",Landscaping services,2019,998290,24449.4782,820.2219866,7788
"Administrative, support & waste management services",Services to buildings & dwellings (except cleaning during construction & immediately after construction),2019,1291124,27778.12363,773.5637668,10260
"Administrative, support & waste management services",Other administrative & other support services,2019,389202,15296.9388,2694.593435,3691
"Administrative, support & waste management services",Waste management & remediation services,2019,489803,17154.70738,1735.311119,4630
Educational Services,Elementary & secondary schools,2019,9330271,72650.67765,268.8979603,98949
Educational Services,"Colleges, universities & professional schools, including junior colleges",2019,4492385,51260.92071,710.0938473,48872
Educational Services,"Business, technical & trade schools and training",2019,117428,8409.931469,3863.337788,1222
Educational Services,Other schools & instruction and educational support services,2019,717014,20740.05565,1316.925659,7258
Health Care & Social Assistance,Offices of physicians,2019,1910903,33724.20573,2202.869308,19253
Health Care & Social Assistance,Offices of dentists,2019,967310,24069.59055,2141.78947,9280
Health Care & Social Assistance,Offices of chiropractors,2019,122226,8579.886677,4414.161281,1237
Health Care & Social Assistance,Offices of optometrists,2019,151764,9559.646212,3723.253363,1506
Health Care & Social Assistance,Offices of other health practitioners,2019,279824,12975.26902,3312.198109,2869
Health Care & Social Assistance,Outpatient care centers,2019,1906788,33688.33744,1139.182832,18504
Health Care & Social Assistance,Home health care services,2019,1430977,29230.30047,833.0206282,12289
Health Care & Social Assistance,Other health care services,2019,1251969,27357.23691,1459.12336,11176
Health Care & Social Assistance,Psychiatric and substance abuse hospitals,2019,125310,8687.367616,3670.796652,1162
Health Care & Social Assistance,"General medical and surgical hospitals, and specialty (except psychiatric and substance abuse) hospitals",2019,6989458,63395.0119,682.0280199,67488
Health Care & Social Assistance,Nursing Care Facilities,2019,1721630,32030.70511,695.7686778,16111
Health Care & Social Assistance,"Residential care facilities, except skilled nursing facilities",2019,1147862,26204.17397,806.08659,10229
Health Care & Social Assistance,Individual & family services,2019,1678159,31628.31564,717.4799193,16233
Health Care & Social Assistance,"Community food & housing, & emergency services ",2019,172540,10192.30866,2037.819077,1664
Health Care & Social Assistance,Vocational rehabilitation services,2019,161296,9854.976196,1809.746687,1733
Health Care & Social Assistance,Child day care services,2019,1395467,28868.75401,535.9601266,12864
"Arts, Entertainment & Recreation",Performing arts companies,2019,159683,9805.62846,4596.399063,1560
"Arts, Entertainment & Recreation",Spectator sports,2019,143420,9293.391881,6442.090624,1318
"Arts, Entertainment & Recreation","Independent artists, writers, and performers",2019,162480,9891.041857,4603.708166,1595
"Arts, Entertainment & Recreation","Promoters of performing arts, sports, and similar events, agents and managers for artists, athletes, entertainers, and other public figures",2019,143703,9302.547657,5745.013293,1263
"Arts, Entertainment & Recreation","Museums, art galleries, historical sites, & similar institutions",2019,431218,16099.23128,1247.825925,4466
"Arts, Entertainment & Recreation",Bowling centers,2019,42727,5074.167477,3199.076514,375
"Arts, Entertainment & Recreation",Amusement & Recreation,2019,2151094,35752.27362,673.8669994,20349
Accommodation & Food Services,Traveler accommodation,2019,1524034,30156.42,830.7924464,12783
Accommodation & Food Services,Recreational vehicle parks & camps and rooming & boarding houses,2019,116537,8377.989619,2568.239443,1270
Accommodation & Food Services,"Drinking places, alcoholic beverages ",2019,220101,11509.87264,1306.273291,1841
Accommodation & Food Services,Restaurants & Food Services,2019,9725432,74070.20027,233.9437829,79473
"Other Services, Except Public Administration",Car washes,2019,166014,9997.913566,1839.197937,1271
"Other Services, Except Public Administration",Automotive repair & maintenance,2019,1108490,25754.21387,889.4259336,10133
"Other Services, Except Public Administration",Electronic & precision equipment repair and maintenance,2019,96213,7612.965967,3713.46833,894
"Other Services, Except Public Administration",Commercial & industrial machinery & equipment repair & maintenance,2019,259813,12503.54096,1867.510758,2462
"Other Services, Except Public Administration",Personal & household goods repair & maintenance,2019,112347,8226.112458,3296.174381,1118
"Other Services, Except Public Administration",Barber shops,2019,78967,6897.385938,2145.906335,555
"Other Services, Except Public Administration",Beauty salons,2019,706043,20581.5203,780.9164346,6192
"Other Services, Except Public Administration",Nail salons & other personal care services,2019,376082,15037.55043,1195.841261,3257
"Other Services, Except Public Administration","Funeral homes, & cemeteries & crematories ",2019,136025,9050.849696,3382.149225,1451
"Other Services, Except Public Administration",Drycleaning & laundry services,2019,247651,12207.87466,1692.519199,2107
"Other Services, Except Public Administration",Other personal services,2019,414909,15792.70541,1432.849256,3810
"Other Services, Except Public Administration",Religious organizations,2019,1152682,26258.71315,828.2598153,13473
"Other Services, Except Public Administration",Labor unions,2019,75194,6730.676302,5356.158722,722
"Other Services, Except Public Administration","Business, professional, political, & similar organizations",2019,177061,10324.82379,4742.424226,1906
"Other Services, Except Public Administration","Civic, social, advocacy organizations, & grantmaking & giving services",2019,813447,22083.70877,1501.242209,8282
"Other Services, Except Public Administration",Private households,2019,367773,14870.91412,948.8553063,3293
Public Administration,Public finance activities,2019,305431,13554.81913,2021.260651,3151
Public Administration,Other general government & support,2019,141211,9221.611474,3016.592204,1557
Public Administration,Executive offices & legislative bodies,2019,1110664,25779.27036,973.5366886,11977
Public Administration,Administration of human resource programs,2019,1015544,24658.44848,1043.452903,9994
Public Administration,National security & international affairs,2019,915321,23417.87324,1250.101099,9195
Public Administration,Administration of environmental quality & housing programs,2019,256216,12416.83365,1910.499479,2921
Public Administration,Administration of economic programs & space research,2019,539810,18006.16563,1553.484327,5824
Public Administration,"Justice, public order, & safety activities ",2019,2842545,41003.54874,619.8394977,28815
Active Duty Military,U. S. Army,2019,416976,15831.88657,1299.76131,4009
Active Duty Military,U. S. Air Force,2019,284918,13092.619,1656.914873,2617
Active Duty Military,U. S. Navy,2019,278423,12942.80637,1794.048664,2479
Active Duty Military,U. S. Marines,2019,129390,8827.543099,1841.28156,1368
Active Duty Military,U. S Coast Guard,2019,32507,4426.053647,4383.408213,341
Active Duty Military,U. S. Armed Forces: Branch Not Specified,2019,67024,6354.684316,4545.365162,628
Active Duty Military,Military Reserves or National Guard,2019,19398,3419.207607,7018.372104,187
"Agriculture, Forestry, Fishing, & Hunting",Farming,2018,874616,22893.35404,1123.246331,9139
"Agriculture, Forestry, Fishing, & Hunting",Animal production & aquaculture,2018,406664,15635.11823,1742.085565,4752
"Agriculture, Forestry, Fishing, & Hunting",Logging,2018,76364,6782.786575,3594.700492,876
"Agriculture, Forestry, Fishing, & Hunting",Forestry except logging,2018,41292,4988.244544,3602.607507,494
"Agriculture, Forestry, Fishing, & Hunting","Fishing, hunting & trapping",2018,32234,4407.426078,6645.460175,337
"Agriculture, Forestry, Fishing, & Hunting",Support activities for agriculture & forestry,2018,143270,9288.470382,1988.02816,1400
"Mining, Quarrying, & Oil & Gas Extraction",Oil & gas extraction,2018,127268,8754.864776,7423.160023,1285
"Mining, Quarrying, & Oil & Gas Extraction",Coal mining,2018,61563,6090.391522,4897.844902,693
"Mining, Quarrying, & Oil & Gas Extraction",Metal ore mining,2018,44040,5151.508724,6282.784232,435
"Mining, Quarrying, & Oil & Gas Extraction",Nonmetallic mineral mining & quarrying,2018,99794,7753.217769,3117.5983,1135
"Mining, Quarrying, & Oil & Gas Extraction",Support activities for mining,2018,431929,16112.12004,2777.149147,4024
Construction,Construction,2018,9066278,71648.15669,414.8795158,81206
Manufacturing,Sugar & confectionery products,2018,89115,7326.907235,4919.408678,830
Manufacturing,Fruit & vegetable preserving & specialty food manufacturing,2018,158143,9758.2049,3468.868655,1461
Manufacturing,Dairy product manufacturing,2018,160302,9824.518567,2694.7857,1716
Manufacturing,Animal slaughtering & processing,2018,492825,17206.96007,1343.179968,4128
Manufacturing,Retail bakeries,2018,166755,10020.09541,1489.300035,1478
Manufacturing,"Bakeries & tortilla manufacturing, except retail bakeries",2018,211295,11277.4851,2445.156755,1796
Manufacturing,"Animal food, grain & oilseed milling",2018,169697,10107.9999,3651.096419,1780
Manufacturing,"Seafood & other miscellaneous foods, n.e.c. ",2018,237169,11947.0031,3103.015947,2219
Manufacturing,"Not specified food industries, manufacturing",2018,29631,4225.760428,8532.575576,277
Manufacturing,Beverage manufacturing,2018,294701,13314.87551,2966.32883,2671
Manufacturing,Tobacco manufacturing,2018,15145,3021.25512,15421.37473,168
Manufacturing,"Fiber, yarn, & thread mills",2018,12784,2775.808946,10269.82479,125
Manufacturing,"Fabric mills, except knitting mills",2018,84802,7147.50722,4001.912357,871
Manufacturing,Textile & fabric finishing & coating mills,2018,16342,3138.366251,10883.2255,155
Manufacturing,Carpet & rug mills,2018,54115,5710.248099,4116.31632,478
Manufacturing,"Textile product mills, except carpets & rugs ",2018,73642,6660.863906,4255.423016,735
Manufacturing,"Cut and sew, and apparel accessories and other apparel manufacturing",2018,177159,10327.58805,3646.054344,1667
Manufacturing,Footwear manufacturing,2018,24312,3827.804847,14189.70465,225
Manufacturing,"Leather tanning & finishing, & other allied products manufacturing ",2018,16377,3141.724838,6236.791804,172
Manufacturing,"Knitting fabric mills, & apparel knitting mills ",2018,13901,2894.526895,11176.31275,135
Manufacturing,Sawmills & wood preservation,2018,126264,8720.292733,2839.59304,1436
Manufacturing,"Veneer, plywood, & engineered wood products ",2018,42597,5066.433981,6239.79473,505
Manufacturing,Prefabricated wood buildings & mobile homes,2018,36033,4659.857414,6990.169776,385
Manufacturing,Miscellaneous wood products,2018,214605,11365.34845,2256.463289,2126
Manufacturing,"Pulp, paper, & paperboard mills ",2018,181239,10445.69141,2967.137926,1920
Manufacturing,Paperboard container manufacturing,2018,106931,8025.483535,3992.680632,1002
Manufacturing,Miscellaneous paper & pulp products,2018,95546,7586.512821,4906.021552,937
Manufacturing,Printing & related support activities,2018,487489,17113.85987,1607.619261,4819
Manufacturing,Petroleum refining,2018,172152,10180.7697,5045.110319,1692
Manufacturing,Miscellaneous petroleum & coal products,2018,27277,4054.463911,9873.143257,277
Manufacturing,"Resin, synthetic rubber, & fibers & filaments manufacturing   ",2018,175743,10286.28074,3106.253315,1655
